NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,AGE_YEARS,EMPLOYED_YEARS,DEBT_TO_INCOME,ANNUITY_TO_INCOME,CREDIT_TO_INCOME
0,1,0,0,1,112500.0,269550.0,13095.0,225000.0,6,3,4,1,1,0.020246,-466.0,-5011,1,0,0,1,0,0,18,3.0,3,3,2,5,0,0,0,0,0,0,57,0.4910863212999736,0.4650692149562261,3.0,0.0,3.0,0.0,-1607.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,59,0,2.395978702411534,0.1163989653425302,2.395978702411534
1,1,1,0,0,157500.0,180000.0,9000.0,180000.0,6,7,1,1,1,0.020713,-1199.0,-3491,1,1,0,1,0,0,18,2.0,3,3,2,10,0,0,0,0,1,1,5,0.5799892627016899,0.5513812618027899,6.0,0.0,6.0,0.0,-486.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,29,1,1.1428498866673862,0.0571424943333693,1.1428498866673862
0,0,0,1,1,99000.0,814041.0,23800.5,679500.0,6,7,1,1,1,0.00712,-4421.0,-96,1,1,1,1,0,0,3,3.0,2,2,1,10,0,0,0,0,1,1,39,0.4711468983580816,0.5352762504724826,0.0,0.0,0.0,0.0,-822.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,45,4,8.222553307542348,0.240406662558964,8.222553307542348
0,0,0,1,0,135000.0,254700.0,14350.5,225000.0,6,3,1,3,1,0.01885,-12831.0,-4102,1,0,0,1,1,0,18,1.0,2,2,0,16,0,0,0,0,0,0,57,0.6967598992249242,0.6430255641096323,4.0,0.0,4.0,0.0,-674.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,67,0,1.886652691461545,0.1062992125984252,1.886652691461545
0,0,0,1,0,81000.0,189000.0,9220.5,189000.0,5,7,4,0,1,0.018209,-799.0,-931,1,1,0,1,0,0,14,2.0,3,3,2,8,0,0,0,0,1,1,42,0.5244685480374183,0.5352762504724826,1.0,0.0,1.0,0.0,-2667.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,47,3,2.333304527104604,0.1138319280008888,2.333304527104604
0,1,1,1,0,225000.0,894766.5,29700.0,679500.0,6,7,4,1,2,0.004849,-4559.0,-1477,1,1,0,1,0,0,8,2.0,2,2,1,12,0,1,1,0,0,0,55,0.6304697498939843,0.5370699579791587,1.0,0.0,1.0,0.0,-2341.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,49,13,3.9767223256785527,0.1319994133359407,3.9767223256785527
0,0,1,0,0,45000.0,490495.5,26131.5,454500.0,6,3,4,1,1,0.030755,-9270.0,-4395,1,0,0,1,1,0,18,2.0,2,2,2,16,0,0,0,0,0,0,57,0.3299540705288148,0.6879328378491735,2.0,0.0,2.0,0.0,-717.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,60,0,10.899657785382548,0.5806870958423146,10.899657785382548
0,0,0,1,2,157500.0,432567.0,22216.5,328500.0,6,7,4,2,1,0.010032,-7380.0,-4841,1,1,0,1,0,0,6,3.0,2,2,2,4,0,0,0,0,0,0,5,0.1125550022062699,0.6313545365850379,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,38,1,2.7464397051447293,0.1410562472619221,2.7464397051447293
0,0,0,1,0,360000.0,583834.5,24867.0,504000.0,1,7,4,3,2,0.04622,-11684.0,-1170,1,1,0,1,0,0,12,1.0,1,1,6,16,0,1,1,0,0,0,42,0.5901390260730781,0.722392890081304,1.0,0.0,1.0,0.0,-1858.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0,48,9,1.6217579951166805,0.0690748081255329,1.6217579951166805
0,0,0,1,0,225000.0,1800000.0,47614.5,1800000.0,6,7,1,1,1,0.018634,-7529.0,-18,1,1,0,1,0,0,10,2.0,2,2,5,16,0,0,0,0,0,0,42,0.662512982842065,0.5352762504724826,2.0,0.0,2.0,0.0,-73.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,27,3,7.999964444602468,0.2116190594708468,7.999964444602468
0,0,0,1,0,99000.0,298512.0,16798.5,270000.0,6,7,4,2,1,0.020246,-2128.0,-4410,1,1,1,1,0,0,16,1.0,3,3,5,9,0,0,0,0,0,0,5,0.439330011315448,0.6594055320683344,1.0,0.0,1.0,0.0,-1535.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,62,10,3.015242270280098,0.1696801042413713,3.015242270280098
1,0,0,1,0,90000.0,247500.0,12375.0,247500.0,6,7,4,5,1,0.0196889999999999,-8798.0,-343,1,1,0,1,0,0,18,1.0,2,2,5,9,0,0,0,0,0,0,4,0.6334806598217968,0.6006575372857061,0.0,0.0,0.0,0.0,-525.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.0,46,6,2.7499694447839467,0.1374984722391973,2.7499694447839467
0,0,0,1,1,81450.0,654498.0,26086.5,585000.0,1,3,4,1,1,0.035792,-182.0,-994,1,0,0,1,1,0,18,3.0,2,2,5,17,0,0,0,0,0,0,57,0.5122780622412267,0.5082869913916046,0.0,0.0,0.0,0.0,-487.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,41,0,8.035481455107979,0.3202723109599636,8.035481455107979
0,1,1,1,2,450000.0,473760.0,53581.5,450000.0,6,1,1,1,1,0.010643,-1384.0,-107,1,1,0,1,0,0,10,4.0,2,2,0,13,1,1,0,1,1,0,53,0.7817051726829005,0.5316861425197883,0.0,0.0,0.0,0.0,-1691.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,45,12,1.0527976604496434,0.119069735400588,1.0527976604496434
0,0,0,1,1,112500.0,781920.0,61906.5,675000.0,6,7,4,1,1,0.018029,-5137.0,-4128,1,1,0,1,0,0,14,3.0,3,3,6,9,0,0,0,0,0,0,5,0.5673092443849764,0.6161216908872079,2.0,0.0,2.0,0.0,-618.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,34,12,6.950338219215829,0.5502751086657007,6.950338219215829
0,0,0,1,0,81000.0,508495.5,21672.0,454500.0,6,3,4,1,1,0.003813,-4674.0,-4679,1,0,0,1,1,0,18,2.0,2,2,1,7,0,0,0,0,0,0,57,0.4970607275632262,0.7194907850918436,0.0,0.0,0.0,0.0,-1789.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,62,0,6.27764472043555,0.2675522524413279,6.27764472043555
0,0,0,1,1,292500.0,532494.0,38880.0,454500.0,6,1,1,1,1,0.072508,-6869.0,-2002,1,1,0,1,1,0,3,3.0,1,1,4,18,0,0,0,0,0,0,11,0.7434493930663935,0.4740512892789932,3.0,0.0,3.0,0.0,-954.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,35,3,1.8204860838082604,0.1329226224867607,1.8204860838082604
0,0,1,1,0,112500.0,1086426.0,46161.0,931500.0,1,7,4,1,1,0.022625,-7899.0,-1427,1,1,0,1,0,1,8,2.0,2,2,0,12,0,0,0,0,1,1,3,0.59998692849535,0.8027454758994178,0.0,0.0,0.0,0.0,-1476.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,49,6,9.65703415969636,0.4103163527435312,9.65703415969636
0,1,1,0,0,112500.0,423000.0,12253.5,423000.0,3,7,4,3,5,0.026392,-5460.0,-4018,1,1,0,1,0,0,4,1.0,2,2,5,11,0,0,0,0,0,0,42,0.7239605229385303,0.5352762504724826,2.0,0.0,2.0,0.0,-574.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,4,3.7599665780748617,0.1089190318308281,3.7599665780748617
0,1,0,1,0,180000.0,629325.0,26793.0,562500.0,6,7,4,1,1,0.035792,-7215.0,-4030,1,1,0,1,0,0,8,2.0,2,2,3,12,0,0,0,0,0,0,11,0.2629952143123565,0.0902209392907684,1.0,0.0,1.0,0.0,-543.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,42,2,3.496230576496797,0.1488491730601496,3.496230576496797
0,0,0,1,0,112500.0,752742.0,40234.5,697500.0,1,1,1,0,1,0.031329,-11377.0,-4580,1,1,0,1,0,0,11,2.0,2,2,4,15,0,0,0,0,0,0,5,0.7374101689092759,0.7338145369642702,4.0,2.0,4.0,1.0,-1160.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,63,15,6.690980524617559,0.3576368210060355,6.690980524617559
0,1,0,1,0,103500.0,286704.0,20992.5,247500.0,6,3,4,1,1,0.019101,-12356.0,-4468,1,0,0,1,0,0,18,2.0,2,2,2,9,0,0,0,0,0,0,57,0.2467856705956364,0.6313545365850379,7.0,0.0,7.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0,60,0,2.770060192655144,0.2028241273031178,2.770060192655144
0,0,0,1,1,81000.0,73944.0,3726.0,58500.0,6,1,1,1,5,0.025164,-7335.0,-1160,1,1,0,1,0,0,3,3.0,2,2,5,16,0,0,0,1,1,0,11,0.5317382171189948,0.4170996682522097,0.0,0.0,0.0,0.0,-1737.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,25,0,0.9128776187948296,0.0459994321057764,0.9128776187948296
1,1,1,1,1,135000.0,270000.0,13500.0,270000.0,6,1,1,2,1,0.025164,-8007.0,-4709,1,1,0,1,0,0,10,2.0,2,2,1,13,0,0,0,0,0,0,5,0.4187417914125539,0.1862929496555374,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,38,5,1.999985185294924,0.0999992592647461,1.999985185294924
0,0,1,1,1,180000.0,733315.5,40945.5,679500.0,1,7,1,2,1,0.008575,-1436.0,-364,1,1,1,1,1,0,3,2.0,2,2,4,18,0,0,0,0,0,0,33,0.7559384805235027,0.4740512892789932,2.0,0.0,2.0,0.0,-727.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,31,9,4.073952366931295,0.2274737362570208,4.073952366931295
0,1,1,0,0,157500.0,816660.0,21672.0,585000.0,6,1,1,1,1,0.01885,-9346.0,-3971,1,1,0,1,0,0,4,2.0,2,2,2,15,0,0,0,0,0,0,42,0.5793072569290726,0.6178261467332483,0.0,0.0,0.0,0.0,-4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,44,0,5.185109935809932,0.1375991263547533,5.185109935809932
0,0,1,0,0,112500.0,1035832.5,33412.5,904500.0,6,7,4,1,1,0.035792,-2671.0,-3665,1,1,1,1,0,0,6,2.0,2,2,5,12,0,0,0,0,0,0,42,0.3544848894942008,0.7910749129911773,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,30,5,9.207318157171937,0.2969973600234664,9.207318157171937
0,1,0,1,2,135000.0,1072809.0,31495.5,895500.0,6,7,4,1,1,0.004849,-9606.0,-3467,1,1,0,1,0,0,8,4.0,2,2,2,10,0,0,0,0,0,0,5,0.0695332457571154,0.816092360478441,0.0,0.0,0.0,0.0,-1316.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,54,16,7.9466744690780065,0.2332982718646528,7.9466744690780065
0,0,0,1,1,270000.0,539100.0,29245.5,450000.0,6,7,1,1,1,0.018801,-579.0,-2898,1,1,0,1,0,0,0,3.0,2,2,6,7,0,0,0,0,0,0,5,0.5581998594178403,0.2707073872651806,0.0,0.0,0.0,0.0,-596.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,33,4,1.9966592716323277,0.1083162654953129,1.9966592716323277
0,1,1,1,0,144000.0,437076.0,34452.0,405000.0,6,1,2,1,1,0.035792,-6003.0,-3968,1,1,0,1,0,0,4,2.0,2,2,5,17,0,0,0,0,0,0,5,0.5914818123478429,0.5352762504724826,0.0,0.0,0.0,0.0,-1503.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,32,1,3.035228922021375,0.2392483385532045,3.035228922021375
0,0,0,0,2,225000.0,1006920.0,39933.0,900000.0,6,4,4,1,1,0.020713,-1295.0,-1316,1,1,0,1,0,0,3,4.0,3,3,0,15,0,0,0,0,0,0,39,0.5945376029240257,0.5531646987710016,0.0,0.0,0.0,0.0,-1275.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,33,5,4.475180110310621,0.1774792112035057,4.475180110310621
0,0,0,1,0,270000.0,284400.0,16011.0,225000.0,6,7,1,1,1,0.072508,-613.0,-4176,1,1,0,1,0,0,18,2.0,1,1,1,12,0,0,0,0,0,0,33,0.7508069976457085,0.4884551844437485,0.0,0.0,0.0,0.0,-811.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,67,11,1.0533294321132145,0.0592997803711838,1.0533294321132145
0,0,0,1,2,202500.0,755190.0,36328.5,675000.0,6,1,4,3,1,0.04622,-1810.0,-2039,1,1,1,1,0,0,10,3.0,1,1,1,13,0,1,1,0,1,1,5,0.7274775181561209,0.5814837058057234,0.0,0.0,0.0,0.0,-853.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,50,1,3.729314916963373,0.179399114078449,3.729314916963373
1,1,1,1,0,225000.0,630000.0,31500.0,630000.0,6,3,1,1,1,0.007114,-3573.0,-4833,1,0,0,1,1,0,18,2.0,2,2,1,17,0,0,0,0,0,0,57,0.6588509891421774,0.5352762504724826,0.0,0.0,0.0,0.0,-524.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,61,0,2.799987555610864,0.1399993777805432,2.799987555610864
0,1,0,1,1,202500.0,329904.0,22176.0,261000.0,6,7,4,1,1,0.00963,-4420.0,-2595,1,1,0,1,0,0,4,3.0,2,2,1,12,0,0,0,0,1,1,5,0.3234843828815721,0.3376727217405312,1.0,0.0,0.0,0.0,-266.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,27,1,1.6291475103826647,0.1095105703181712,1.6291475103826647
0,0,1,0,0,81000.0,157500.0,9765.0,157500.0,6,3,4,5,1,0.028663,-8881.0,-4486,1,0,0,1,0,0,18,1.0,2,2,1,11,0,0,0,0,0,0,57,0.7631864670374119,0.5280927512030451,8.0,2.0,8.0,1.0,-1856.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,60,0,1.9444204392538365,0.1205540672337378,1.9444204392538365
0,0,0,1,0,337500.0,1004791.5,56236.5,904500.0,1,7,4,1,1,0.020713,-5244.0,-5005,1,1,0,1,0,0,18,2.0,3,1,6,11,0,0,0,0,0,0,16,0.1741078314277469,0.2366108235287817,4.0,0.0,4.0,0.0,-357.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,43,15,2.977151178811322,0.1666261729594875,2.977151178811322
0,1,0,0,0,126000.0,675000.0,21906.0,675000.0,6,7,4,1,1,0.015221,-12828.0,-4568,1,1,0,1,0,0,16,2.0,2,2,0,10,0,0,0,1,1,1,33,0.4637000723080874,0.3523399726917038,0.0,0.0,0.0,0.0,-459.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,6.0,58,5,5.3571003404734885,0.1738557630494996,5.3571003404734885
0,0,0,0,0,171000.0,521280.0,20524.5,450000.0,6,7,1,1,1,0.00702,-1761.0,-662,1,1,0,1,1,0,0,2.0,2,2,6,18,0,0,0,0,0,0,5,0.6391534436592254,0.4241303111942548,0.0,0.0,0.0,0.0,-2301.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,47,4,3.0484032257121303,0.1200256138852989,3.0484032257121303
0,0,0,1,0,81000.0,761949.0,42673.5,697500.0,5,3,2,1,2,0.010006,-8954.0,-142,1,0,0,1,0,0,18,2.0,2,1,4,14,0,0,0,0,0,0,57,0.6032468730119583,0.3893387918468769,2.0,0.0,2.0,0.0,-2583.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0,60,0,9.406661646152516,0.5268268292984037,9.406661646152516
